1Q41_v103904657 6.1
1Q41_v103904658 7.1
1Q41_v103904659 5.5
1Q41_v103904677 5.4
1Q41_v103904682 5.5
1Q41_v103904683 5.7
1Q41_v103904690 5.2
1Q41_v103904702 5.7
1Q41_v103904704 6.3
1Q41_v103904705 5.6
1Q41_v103904707 5.3
1Q41_v103904711 6.6
1Q41_v103904712 6.3
1Q41_v103904713 6.3
1Q41_v103904714 5.8
1Q41_v103904718 6.2
1Q41_v103904719 6.8
1Q41_v103904720 6.6
1Q41_v103904724 5.5
1Q41_v103904725 6.2
1Q41_v103904729 6.8
1Q41_v103904735 5.4
1Q41_v103904736 6.
1Q41_v103904737 6.4
1Q41_v103904738 7.3
1Q41_v103904739 6.4
1Q41_v103904740 6.4
1Q41_v103904746 5.4
1Q41_v103904749 5.9
1Q41_v103904750 6.1
1Q41_v103904751 6.7
1Q41_v103904752 7.9
1Q41_v103904754 7.2
1Q41_v103904755 6.4
1Q41_v103904757 5.2
1Q41_v103904758 6.2
1Q41_v103904761 5.5
1Q41_v103904763 6.4
1Q41_v103904764 5.9
1Q41_v103904766 6.
1Q41_v103904769 5.6
1Q41_v103904770 5.5
1Q41_v103904771 5.5
1Q41_v103904772 5.6
1Q41_v103904773 5.2
1Q41_v103904775 5.7
1Q41_v103904784 7.1
1Q41_v103904785 6.9
1Q41_v103904789 5.5
1Q41_v103904797 5.2
1Q41_v103904798 6.7
1Q41_v103904799 6.9
1Q41_v103904800 6.5
1Q41_v103904801 6.4
1Q41_v103904809 6.1
1Q41_v103904811 5.6
1Q41_v103904818 6.2
1Q41_v103904824 5.6
1Q41_v103904825 5.7
1Q41_v103904826 5.9
1Q41_v103904847 5.9
1Q41_v103904854 4.4
1Q41_v103904859 5.7
1Q41_v103904861 6.4
1Q41_v103904862 6.4
1Q41_v103904863 5.5
1Q41_v103904865 6.5
1Q41_v103904867 4.2
1Q41_v103904868 8.1
1Q41_v103904869 7.4
1Q41_v103904870 7.6
1Q41_v103904871 6.
1Q41_v103904877 7.9
1Q41_v103904878 7.5
1Q41_v103904879 8.1
1Q41_v103904880 7.6
1Q41_v103904881 8.1
1Q41_v103904884 8.4
1Q41_v103904885 5.8
1Q41_v103904886 5.5
1Q41_v103904887 8.3
1Q41_v103904888 7.8
1Q41_v103904889 8.1
1Q41_v103904890 7.2
1Q41_v103904892 5.7
1Q41_v103904893 7.6
1Q41_v103904894 7.4
1Q41_v103904895 8.
1Q41_v103904897 8.4
1Q41_v103904898 8.1
1Q41_v103904900 5.8
1Q41_v103904901 8.2
1Q41_v103904902 8.2
1Q41_v103904904 5.9
1Q41_v103904905 6.3
1Q41_v103904906 5.9
1Q41_v103904908 6.2
1Q41_v103904909 5.8
1Q41_v103904913 7.3
1Q41_v103904919 5.9
1Q41_v103904920 5.7
1Q41_v103904924 5.3
1Q41_v103904925 5.9
1Q41_v103904926 6.3
1Q41_v103904935 5.6
1Q41_v103904937 6.1
1Q41_v103904939 5.6
1Q41_v103904940 6.1
1Q41_v103904947 5.5
1Q41_v103904950 7.
1Q41_v103904951 6.8
1Q41_v103904952 6.5
1Q41_v103904953 8.5
1Q41_v103904955 6.4
1Q41_v103904957 6.4
1Q41_v103904958 6.4
1Q41_v103904960 6.5
1Q41_v103904961 6.
1Q41_v103904962 7.
1Q41_v103904966 5.8
1Q41_v103904967 5.3
1Q41_v103904968 5.2
1Q41_v103904977 6.
1Q41_v103904979 6.9
1Q41_v103904980 6.6
1Q41_v103904981 6.2
1Q41_v103904984 8.2
1Q41_v103904985 8.2
1Q41_v103904986 7.
1Q41_v103904987 7.1
1Q41_v103904988 7.6
1Q41_v103904989 5.8
1Q41_v103904997 5.3
1Q41_v103905001 5.3
1Q41_v103905004 5.7
1Q41_v103905006 6.3
1Q41_v103905029 4.7
1Q41_v103905034 5.3
1Q41_v103905036 8.6
1Q41_v103905040 5.3
1Q41_v103905041 7.
1Q41_v103905042 7.7
1Q41_v103905043 8.2
1Q41_v103905044 6.7
1Q41_v103905045 6.6
1Q41_v103905046 6.8
1Q41_v103905048 7.
1Q41_v103905049 6.6
1Q41_v103905050 6.4
1Q41_v103905051 7.4
1Q41_v103905052 6.2
1Q41_v103905053 5.2
1Q41_v103905055 5.3
1Q41_v103905056 6.7
1Q41_v103905065 5.8
1Q41_v103905066 5.9
1Q41_v103905067 6.2
1Q41_v103905076 5.3
1Q41_v103905077 5.3
1Q41_v103905079 5.7
1Q41_v103905084 5.4
1Q41_v103905085 5.9
1Q41_v103905087 5.6
1Q41_v103905089 4.6
1Q41_v103905093 5.5
1Q41_v103905096 5.7
1Q41_v103905100 7.7
1Q41_v103905101 5.5
1Q41_v103905102 5.2
1Q41_v103905106 6.7
1Q41_v103905107 6.
1Q41_v103905108 5.9
1Q41_v103905111 6.3
1Q41_v103905113 5.8
1Q41_v103905114 5.2
1Q41_v103905117 6.8
1Q41_v103905119 6.6
1Q41_v103905120 7.4
1Q41_v103905121 6.4
1Q41_v103905132 5.7
1Q41_v103905133 6.3
1Q41_v103905136 7.2
1Q41_v103905137 6.6
1Q41_v103905139 6.1
1Q41_v103905140 7.
1Q41_v103905141 6.8
1Q41_v103905143 6.
1Q41_v103905144 6.6
1Q41_v103905148 6.6
1Q41_v103905149 6.7
1Q41_v103905150 6.8
1Q41_v103905152 6.1
1Q41_v103905153 5.4
1Q41_v103905154 5.9
1Q41_v103905156 5.2
1Q41_v103905158 6.5
1Q41_v103905159 5.8
1Q41_v103905163 7.
1Q41_v103905167 7.4
1Q41_v103905169 5.6
1Q41_v103905182 5.7
1Q41_v103905184 6.2
1Q41_v103905190 5.9
1Q41_v103905205 6.1
1Q41_v103905206 5.9
1Q41_v103905208 5.5
1Q41_v103905210 5.4
1Q41_v103905212 5.3
1Q41_v103905213 5.6
1Q41_v103905215 5.6
1Q41_v103905219 5.2
1Q41_v103905226 6.5
1Q41_v103905231 7.7
1Q41_v103905238 5.7
1Q41_v103905239 6.1
1Q41_v103905241 5.9
1Q41_v103905242 5.8
1Q41_v103905248 5.3
1Q41_v103905250 7.
1Q41_v103905251 6.3
1Q41_v103905254 5.4
1Q41_v103905259 5.5
1Q41_v103905262 6.1
1Q41_v103905263 7.2
1Q41_v103905264 6.2
1Q41_v103905265 6.3
1Q41_v103905267 5.6
1Q41_v103905269 6.2
1Q41_v103905270 6.3
1Q41_v103905272 8.1
1Q41_v103905273 5.6
1Q41_v103905277 6.4
1Q41_v103905284 5.8
1Q41_v103905287 6.4
1Q41_v103905295 4.9
1Q41_v103905298 6.1
1Q41_v103905299 5.3
1Q41_v103905300 5.5
1Q41_v103905301 5.8
1Q41_v103905306 4.7
1Q41_v103905308 5.6
1Q41_v103905309 5.4
1Q41_v103905310 5.7
1Q41_v103905317 5.8
1Q41_v103905318 5.2
1Q41_v103905319 6.6
1Q41_v103905320 6.
1Q41_v103905323 6.1
1Q41_v103905354 6.9
1Q41_v103905355 6.2
1Q41_v103905356 5.5
1Q41_v103905359 7.4
1Q41_v103905367 7.5
1Q41_v103905368 5.9
1Q41_v103905370 8.4
1Q41_v103905371 7.5
1Q41_v103905372 8.5
1Q41_v103905377 6.5
1Q41_v103905382 6.8
1Q41_v103905383 6.9
1Q41_v103905384 7.6
1Q41_v103905385 7.1
1Q41_v103905387 5.8
1Q41_v103905392 5.5
1Q41_v103905398 5.8
1Q41_v103905406 5.9
1Q41_v103905407 5.4
1Q41_v103905410 6.8
1Q41_v103905413 6.7
1Q41_v103905414 7.
1Q41_v103905418 6.7
1Q41_v103905421 5.6
1Q41_v103905424 5.3
1Q41_v103905428 5.8
1Q41_v103905429 5.7
1Q41_v103905435 6.8
1Q41_v103905436 6.3
1Q41_v103905437 5.6
1Q41_v103905441 8.
1Q41_v103905458 5.5
1Q41_v103905459 5.5
1Q41_v103905460 6.6
1Q41_v103905465 5.4
1Q41_v103905471 5.7
1Q41_v103905472 6.2
1Q41_v103905481 6.3
1Q41_v103905482 5.5
1Q41_v103905486 5.5
1Q41_v103905487 7.7
1Q41_v103905488 5.5
1Q41_v103905491 6.6
1Q41_v103905492 6.8
1Q41_v103905503 6.3
1Q41_v103905504 7.3
1Q41_v103905508 4.3
1Q41_v103905509 6.
1Q41_v103905510 6.7
1Q41_v103905515 6.4
1Q41_v103905521 6.4
1Q41_v103905525 6.9
1Q41_v103905532 7.8
1Q41_v103905536 5.6
1Q41_v103905550 6.9
1Q41_v103905551 7.1
1Q41_v103905552 7.
1Q41_v103905558 5.9
1Q41_v103905560 6.2
1Q41_v103905573 7.5
1Q41_v103905576 6.9
1Q41_v103905577 5.2
1Q41_v103905578 5.4
1Q41_v103905585 6.5
1Q41_v103905590 5.3
1Q41_v103905591 5.6
1Q41_v103905594 6.6
1Q41_v103905598 7.6
1Q41_v103905603 5.3
1Q41_v103905604 6.4
1Q41_v103905605 5.3
1Q41_v103905607 7.7
1Q41_v103905615 5.5
1Q41_v103905616 6.8
1Q41_v103905618 5.8
1Q41_v103905620 5.9
1Q41_v103905621 7.8
1Q41_v103905628 7.4
1Q41_v103905631 5.5
1Q41_v103905636 7.
1Q41_v103905639 7.1
1Q41_v103905640 8.4
1Q41_v103905641 5.7
1Q41_v103905650 5.3
1Q41_v103905658 6.6
1Q41_v103905662 6.2
1Q41_v103905665 6.4
1Q41_v103905667 6.4
1Q41_v103905668 6.4
1Q41_v103905669 6.3
1Q41_v103905673 5.8
1Q41_v103905674 7.2
1Q41_v103905675 6.5
1Q41_v103905679 5.9
1Q41_v103905680 6.2
1Q41_v103905684 7.
1S9I_v103904191 6.2
1S9I_v103904198 5.1
1S9I_v103904207 5.8
1S9I_v103904208 6.
1S9I_v103904271 6.3
1S9I_v103904272 6.9
1S9I_v103904273 6.
1S9I_v103904274 6.4
1S9I_v103904291 5.6
1S9I_v103904323 7.
1S9I_v103904324 6.4
1S9I_v103904325 6.3
1S9I_v103904326 6.5
1S9I_v103904340 5.6
1S9I_v103904402 7.1
1S9I_v103904404 6.1
1S9I_v103904405 6.
1S9I_v103904406 6.8
1S9I_v103904462 6.5
1S9I_v103904506 4.8
1S9I_v103904590 5.6
1S9I_v103904598 6.3
1S9I_v103904599 7.
1S9I_v103904636 6.6
1S9I_v103904639 5.5
1S9I_v103904640 5.5
1S9I_v103904644 5.6
1S9I_v103904645 6.1
1S9I_v103904678 5.6
1S9I_v103904682 5.5
1S9I_v103904684 6.8
1S9I_v103904704 6.1
1S9I_v103904707 4.4
1S9I_v103904735 5.
1S9I_v103904739 6.6
1S9I_v103904740 6.4
1S9I_v103904781 6.4
1S9I_v103904782 6.
1S9I_v103904825 5.9
1S9I_v103904826 6.
1S9I_v103904854 5.2
1S9I_v103904862 5.6
1S9I_v103904865 6.5
1S9I_v103904867 4.3
1S9I_v103904870 5.4
1S9I_v103904894 5.5
1S9I_v103904905 6.1
1S9I_v103904925 5.6
1S9I_v103904934 5.9
1S9I_v103904977 5.7
1S9I_v103904986 6.
1S9I_v103904990 6.1
1S9I_v103904992 8.2
1S9I_v103905004 6.3
1S9I_v103905010 5.5
1S9I_v103905029 5.9
1S9I_v103905057 5.9
1S9I_v103905087 5.5
1S9I_v103905089 5.2
1S9I_v103905093 7.2
1S9I_v103905110 5.9
1S9I_v103905115 5.8
1S9I_v103905116 5.5
1S9I_v103905158 5.5
1S9I_v103905159 6.4
1S9I_v103905177 5.9
1S9I_v103905183 5.8
1S9I_v103905213 6.3
1S9I_v103905214 5.5
1S9I_v103905226 5.8
1S9I_v103905295 4.6
1S9I_v103905306 4.1
1S9I_v103905313 6.8
1S9I_v103905317 5.5
1S9I_v103905338 5.8
1S9I_v103905340 5.5
1S9I_v103905341 6.7
1S9I_v103905368 5.8
1S9I_v103905397 6.
1S9I_v103905406 5.7
1S9I_v103905486 5.8
1S9I_v103905503 6.3
1S9I_v103905508 5.2
1S9I_v103905521 6.2
1S9I_v103905541 5.5
1S9I_v103905543 5.8
1S9I_v103905552 6.7
1S9I_v103905558 6.5
1S9I_v103905560 6.2
1S9I_v103905573 6.1
1S9I_v103905604 6.4
1S9I_v103905607 5.6
1S9I_v103905610 6.4
1S9I_v103905616 5.4
1S9I_v103905620 5.8
1S9I_v103905639 6.9
1S9I_v103905648 5.7
1S9I_v103905668 6.
1S9I_v103905670 7.3
1S9I_v103905673 5.7
1S9I_v103905684 5.6
1T46_v103904196 6.2
1T46_v103904201 6.
1T46_v103904271 6.3
1T46_v103904272 7.8
1T46_v103904275 6.9
1T46_v103904276 7.4
1T46_v103904277 7.4
1T46_v103904279 7.2
1T46_v103904280 7.6
1T46_v103904281 7.8
1T46_v103904283 7.1
1T46_v103904285 7.3
1T46_v103904286 6.1
1T46_v103904287 6.2
1T46_v103904288 8.3
1T46_v103904289 8.7
1T46_v103904290 8.1
1T46_v103904291 8.5
1T46_v103904292 8.
1T46_v103904293 8.1
1T46_v103904295 6.6
1T46_v103904296 7.1
1T46_v103904297 8.
1T46_v103904298 8.8
1T46_v103904299 9.5
1T46_v103904300 7.1
1T46_v103904301 9.
1T46_v103904302 7.
1T46_v103904303 7.4
1T46_v103904304 7.7
1T46_v103904305 9.8
1T46_v103904306 9.1
1T46_v103904307 8.5
1T46_v103904308 8.9
1T46_v103904309 8.3
1T46_v103904310 8.5
1T46_v103904311 9.1
1T46_v103904312 8.8
1T46_v103904313 9.
1T46_v103904315 8.3
1T46_v103904316 6.
1T46_v103904317 8.1
1T46_v103904318 8.8
1T46_v103904319 6.6
1T46_v103904320 7.6
1T46_v103904321 6.2
1T46_v103904322 7.4
1T46_v103904325 6.3
1T46_v103904326 7.9
1T46_v103904333 6.7
1T46_v103904334 6.6
1T46_v103904335 6.9
1T46_v103904336 7.6
1T46_v103904338 9.5
1T46_v103904339 7.5
1T46_v103904341 7.4
1T46_v103904342 9.5
1T46_v103904351 6.3
1T46_v103904354 8.
1T46_v103904358 6.4
1T46_v103904359 6.1
1T46_v103904362 6.4
1T46_v103904366 7.4
1T46_v103904367 7.6
1T46_v103904370 5.9
1T46_v103904371 6.8
1T46_v103904372 9.1
1T46_v103904373 9.3
1T46_v103904374 9.
1T46_v103904375 9.1
1T46_v103904376 9.7
1T46_v103904378 9.7
1T46_v103904382 9.1
1T46_v103904385 9.
1T46_v103904402 6.8
1T46_v103904403 6.4
1T46_v103904405 7.2
1T46_v103904411 6.1
1T46_v103904418 7.1
1T46_v103904422 6.1
1T46_v103904445 9.6
1T46_v103904446 9.1
1T46_v103904447 9.1
1T46_v103904503 6.
1T46_v103904592 6.2
1T46_v103904595 6.3
1T46_v103904602 7.1
1T46_v103904603 5.9
1T46_v103904604 6.3
1T46_v103904611 5.9
1T46_v103904651 6.4
1T46_v103904684 7.7
1T46_v103904739 6.6
1T46_v103904742 9.
1T46_v103904752 6.2
1T46_v103904754 6.9
1T46_v103904783 6.3
1T46_v103904784 6.
1T46_v103904785 6.9
1T46_v103904796 6.4
1T46_v103904811 7.7
1T46_v103904819 6.1
1T46_v103904857 6.7
1T46_v103904858 9.1
1T46_v103904876 6.7
1T46_v103904912 6.6
1T46_v103904913 5.9
1T46_v103904983 6.4
1T46_v103904991 7.8
1T46_v103904993 6.3
1T46_v103904994 6.8
1T46_v103904996 6.
1T46_v103905026 6.8
1T46_v103905030 8.6
1T46_v103905035 8.7
1T46_v103905055 6.3
1T46_v103905075 6.
1T46_v103905091 6.3
1T46_v103905094 6.5
1T46_v103905151 6.
1T46_v103905219 6.7
1T46_v103905231 6.5
1T46_v103905342 5.5
1T46_v103905346 7.7
1T46_v103905387 6.
1T46_v103905429 6.9
1T46_v103905455 6.2
1T46_v103905457 8.8
1T46_v103905539 8.
1T46_v103905548 7.4
1T46_v103905558 6.4
1T46_v103905586 6.5
1T46_v103905607 6.7
1T46_v103905616 7.1
1T46_v103905649 6.5
1T46_v103905675 5.9
1T46_v103905682 5.8
1UA2_v103904189 6.6
1UA2_v103904190 7.3
1UA2_v103904191 6.2
1UA2_v103904192 7.6
1UA2_v103904193 6.6
1UA2_v103904198 4.6
1UA2_v103904199 7.
1UA2_v103904200 7.3
1UA2_v103904202 8.2
1UA2_v103904203 8.4
1UA2_v103904208 7.6
1UA2_v103904217 7.6
1UA2_v103904218 6.8
1UA2_v103904219 7.2
1UA2_v103904220 6.6
1UA2_v103904221 7.
1UA2_v103904222 6.9
1UA2_v103904223 7.2
1UA2_v103904224 7.1
1UA2_v103904225 6.7
1UA2_v103904226 6.8
1UA2_v103904227 7.
1UA2_v103904228 7.5
1UA2_v103904229 6.4
1UA2_v103904230 6.6
1UA2_v103904231 7.4
1UA2_v103904232 6.3
1UA2_v103904233 6.8
1UA2_v103904234 8.2
1UA2_v103904235 7.4
1UA2_v103904239 7.1
1UA2_v103904240 5.7
1UA2_v103904252 6.4
1UA2_v103904254 7.2
1UA2_v103904259 6.8
1UA2_v103904261 7.1
1UA2_v103904271 6.3
1UA2_v103904274 6.4
1UA2_v103904324 5.7
1UA2_v103904325 6.3
1UA2_v103904326 5.4
1UA2_v103904402 6.6
1UA2_v103904404 6.7
1UA2_v103904405 6.5
1UA2_v103904406 7.1
1UA2_v103904413 6.4
1UA2_v103904441 5.5
1UA2_v103904462 8.
1UA2_v103904474 6.6
1UA2_v103904479 7.7
1UA2_v103904481 7.7
1UA2_v103904485 6.4
1UA2_v103904493 6.7
1UA2_v103904505 6.9
1UA2_v103904506 4.9
1UA2_v103904507 6.7
1UA2_v103904514 7.
1UA2_v103904519 7.9
1UA2_v103904521 6.7
1UA2_v103904522 6.4
1UA2_v103904523 6.9
1UA2_v103904533 7.6
1UA2_v103904534 7.
1UA2_v103904535 7.6
1UA2_v103904540 6.8
1UA2_v103904542 7.
1UA2_v103904544 7.
1UA2_v103904591 7.5
1UA2_v103904598 7.1
1UA2_v103904599 7.2
1UA2_v103904605 8.5
1UA2_v103904612 8.2
1UA2_v103904613 8.3
1UA2_v103904616 5.8
1UA2_v103904617 5.8
1UA2_v103904636 6.4
1UA2_v103904637 5.6
1UA2_v103904645 5.8
1UA2_v103904646 4.2
1UA2_v103904682 6.
1UA2_v103904684 6.6
1UA2_v103904704 6.
1UA2_v103904707 4.5
1UA2_v103904731 5.5
1UA2_v103904735 5.1
1UA2_v103904739 7.
1UA2_v103904740 5.9
1UA2_v103904798 6.2
1UA2_v103904806 6.8
1UA2_v103904818 7.5
1UA2_v103904825 5.8
1UA2_v103904826 6.1
1UA2_v103904830 5.7
1UA2_v103904854 4.6
1UA2_v103904861 7.5
1UA2_v103904862 7.2
1UA2_v103904863 6.3
1UA2_v103904865 5.5
1UA2_v103904867 4.9
1UA2_v103904871 5.4
1UA2_v103904904 6.7
1UA2_v103904905 6.2
1UA2_v103904906 6.7
1UA2_v103904925 5.5
